"id","version","addedelements","removedelements","description"
1798,"5.0.1","{lib/circogen/circpos.h,lib/glcomp/glcomptextpng.h,lib/sfdpgen/sfdpinternal.h,lib/neatogen/call_tri.h,lib/neatogen/overlap.h,lib/neatogen/voronoi.h,lib/pathplan/solvers.h,lib/ast/strcopy.c,lib/edgepaint/lab_gamut.c,tclpkg/tcldot/no_builtins.c,lib/circogen/block.c,lib/neatogen/overlap.c,cmd/smyrna/glexpose.h,lib/circogen/block.h,lib/neatogen/pca.h,cmd/smyrna/gui/glcompui.c,lib/osage/osage.h,cmd/gvmap/country_graph_coloring.h,cmd/smyrna/viewportcamera.h,lib/edgepaint/intersection.h,cmd/dot/no_builtins.c,lib/dotgen/dot.h,tclpkg/tkstubs/tkInt.h,lib/circogen/circo.h,lib/common/htmllex.h,plugin/pango/gvgetfontlist.h,lib/gvc/gvplugin_device.h,lib/neatogen/closest.h,lib/circogen/blockpath.h,tclpkg/gv/gv_builtins.c,lib/ortho/partition.h,lib/circogen/blocktree.h,lib/fdpgen/comp.h,lib/circogen/edgelist.c,lib/gvc/gvcontext.c}","{cmd/lefty/ws/x11/gpcanvas.c,cmd/lefty/dot2l/dottrie.c,cmd/lefty/lefty.c,cmd/lefty/ws/gtk/gscroll.c,cmd/lefty/ws/gtk/gpcanvas.c,lib/ast/strcopy.c,lib/circogen/block.c,cmd/lefty/ws/x11/libfilereq/SFDecls.h,lib/circogen/block.h,cmd/lefty/leftyio.h,cmd/smyrna/gui/glcompui.c,cmd/lefty/ws/mswin32/gcommon.c,cmd/gvmap/country_graph_coloring.h,cmd/smyrna/viewportcamera.h,cmd/lefty/ws/x11/gmenu.c,cmd/lefty/ws/gtk/gcanvas.c,cmd/lefty/ws/x11/gcommon.h,cmd/dot/no_builtins.c,cmd/lefty/dot2l/dotlex.c,lib/dotgen/dot.h,cmd/dot/dot_builtins.c,lib/ast/hashkey.h,cmd/lefty/ws/x11/libfilereq/Path.c,lib/gvc/gvplugin_device.h,cmd/lefty/mem.c,cmd/lefty/mem.h,cmd/lefty/ws/gtk/gmenu.c,cmd/lefty/gfxview.h,cmd/lefty/ws/gtk/gbutton.c,cmd/lefty/ws/x11/gcommon.c,cmd/lefty/ws/mswin32/gcommon.h,cmd/lefty/ws/x11/gquery.c,cmd/lefty/gfxview.c,cmd/lefty/ws/x11/libfilereq/SF.h,cmd/lefty/ws/x11/garray.c,cmd/dotty/mswin32/dotty.c,cmd/lefty/ws/mswin32/gquery.c,lib/glcomp/glcomptextpng.h,cmd/lefty/ws/none/gmenu.c,cmd/lefty/ws/mswin32/gtext.c,cmd/lefty/ws/gtk/gview.c,cmd/lefty/code.c,cmd/lefty/dot2l/triefa.h,lib/pathplan/solvers.h,cmd/lefty/ws/none/gcommon.c,cmd/lefty/ws/none/gcommon.h,tclpkg/tcldot/no_builtins.c,cmd/smyrna/glexpose.h,cmd/lefty/ws/x11/libfilereq/Dir.c,cmd/lefty/dot2l/triefa.c,cmd/lefty/ws/x11/glabel.c,lib/neatogen/pca.h,cmd/lefty/os/mswin32/io.c,cmd/lefty/ws/mswin32/gview.c,cmd/lefty/code.h,cmd/lefty/ws/gtk/glabel.c,cmd/lefty/ws/mswin32/gpcanvas.c,cmd/lefty/aix_mods/tbl.c,cmd/lefty/ws/mswin32/resource.h,cmd/lefty/ws/gtk/gtext.c,cmd/lefty/parse.h,plugin/pango/gvgetfontlist.h,cmd/lefty/ws/x11/gcanvas.c,cmd/lneato/mswin32/lneato.c,cmd/lefty/ws/mswin32/gcanvas.c,tclpkg/gv/gv_builtins.c,lib/fdpgen/comp.h,lib/circogen/edgelist.c,cmd/lefty/os/unix/io.c,cmd/lefty/parse.c,cmd/lefty/ws/x11/gview.c,lib/circogen/circpos.h,cmd/lefty/ws/none/gbutton.c,lib/sfdpgen/sfdpinternal.h,cmd/lefty/aix_mods/exec.c,cmd/lefty/g.c,cmd/lefty/tbl.h,cmd/lefty/ws/gtk/garray.c,cmd/lefty/tbl.c,cmd/lefty/g.h,cmd/lefty/ws/x11/gtext.c,cmd/lefty/ws/mswin32/gmenu.c,cmd/lefty/ws/none/gtext.c,lib/neatogen/overlap.h,lib/common/logic.h,cmd/lefty/exec.h,cmd/lefty/ws/gtk/gcommon.h,lib/edgepaint/lab_gamut.c,cmd/lefty/exec.c,cmd/lefty/ws/none/gview.c,lib/neatogen/overlap.c,cmd/lefty/ws/gtk/gcommon.c,cmd/lefty/ws/x11/libfilereq/SFinternal.h,cmd/lefty/ws/mswin32/garray.c,lib/osage/osage.h,cmd/lefty/ws/none/gcanvas.c,cmd/lefty/ws/none/garray.c,cmd/lefty/dot2l/dot2l.c,cmd/lefty/ws/gtk/gquery.c,cmd/lefty/dot2l/dot2l.h,lib/common/htmllex.h,lib/neatogen/closest.h,cmd/lefty/common.h,lib/ortho/partition.h,cmd/lefty/aix_mods/common.h,cmd/lefty/common.c,cmd/lefty/ws/x11/libfilereq/xstat.h,cmd/lefty/ws/none/gquery.c,cmd/lefty/internal.c,cmd/lefty/txtview.c,cmd/lefty/ws/x11/libfilereq/SelFile.c,cmd/lefty/internal.h,lib/neatogen/call_tri.h,cmd/lefty/txtview.h,cmd/lefty/ws/none/glabel.c,cmd/lefty/ws/none/gpcanvas.c,cmd/lefty/cs2l/cs2l.c,lib/neatogen/voronoi.h,cmd/lefty/display.h,cmd/lefty/ws/mswin32/gbutton.c,cmd/lefty/cs2l/cs2l.h,cmd/lefty/ws/x11/gbutton.c,cmd/lefty/display.c,cmd/lefty/ws/none/gscroll.c,cmd/lefty/ws/x11/libfilereq/Draw.c,lib/edgepaint/intersection.h,tclpkg/tkstubs/tkInt.h,cmd/lefty/ws/x11/gscroll.c,lib/circogen/circo.h,cmd/lefty/str.c,cmd/lefty/ws/mswin32/gscroll.c,lib/circogen/blockpath.h,cmd/lefty/lex.h,lib/circogen/blocktree.h,cmd/lefty/str.h,lib/gvc/gvcontext.c,cmd/lefty/lex.c,cmd/lefty/ws/mswin32/glabel.c}","A nice easy issue for anyone to tackle if they get to it before me: a lot of code comments tell the reader to refer to CVS, but the code is now hosted using Git at Gitlab. I think we should just remove any comments referencing CVS."
2308,"6.0.1","{lib/gvc++/GVRenderData.cpp}","{lib/gvc++/GVRenderData.cpp}","MSVC seems upset about the definition of `GVLayout`:

```
  GVLayout.cpp
C:\GitLab-Runner\builds\smattr\graphviz\lib\gvc++\GVLayout.h(50,35): warning C4251: 'GVC::GVLayout::m_gvc': class 'std::shared_ptr<GVC::GVContext>' needs to have dll-interface to be used by clients of class 'GVC::GVLayout' [C:\GitLab-Runner\builds\smattr\graphviz\build\lib\gvc++\gvc++.vcxproj]
C:\GitLab-Runner\builds\smattr\graphviz\lib\gvc++\GVLayout.h(29): message : see declaration of 'std::shared_ptr<GVC::GVContext>' [C:\GitLab-Runner\builds\smattr\graphviz\build\lib\gvc++\gvc++.vcxproj]
C:\GitLab-Runner\builds\smattr\graphviz\lib\gvc++\GVLayout.h(51,38): warning C4251: 'GVC::GVLayout::m_g': class 'std::shared_ptr<CGraph::AGraph>' needs to have dll-interface to be used by clients of class 'GVC::GVLayout' [C:\GitLab-Runner\builds\smattr\graphviz\build\lib\gvc++\gvc++.vcxproj]
C:\GitLab-Runner\builds\smattr\graphviz\lib\gvc++\GVLayout.h(30): message : see declaration of 'std::shared_ptr<CGraph::AGraph>' [C:\GitLab-Runner\builds\smattr\graphviz\build\lib\gvc++\gvc++.vcxproj]
```"
2102,"2.49.0","{lib/gvc/gvio.h,lib/expr/exparse.h}","{lib/gvc/gvio.h}","We currently do not have any build using MinGW on Windows. This makes it very cumbersome to make changes that affect such builds. This issue suggests that we add at least one such build using autotools and/or cmake.

References: #1940, !1739, !1760."
1697,"8.0.2","{lib/edgepaint/lab_gamut.h}","{lib/edgepaint/lab_gamut.h}","Dear Graphviz community,

First of all, many thanks for this wonderfull tool. I am using it for many purposes and it is very easy to use, fast and efficient.
I have currently linked graphviz to a C++ program to generate graphs.
My question is the following:
The program I am writing works perfectly fine with 32 bits version. However I would also like to create a 64 bits version.

**Is there a graphviz version for windows that is 64 bits?**

Many thanks for your answers.

Regards"
1843,"2.50.0","{}","{cmd/tools/tred2.c}","## Steps to reproduce

E.g. `edgepaint -Q`

## Expected Behaviour

An error message and exit with non-zero status.

## Actual Behaviour

`option -Q unrecognized - ignored`

The edgepaint program still runs and waits for input from stdin. If some garbage is entered, it (correctly) prints an error message:

```
yada yada
Error: <stdin>: syntax error in line 1 near 'yada'
```
This was just to shown the program is still running.

## OS Version

All OSs, but this was tested on Ubuntu 18.04.

## Graphviz Version

dot - graphviz version 2.44.2~dev.20200928.0851 (20200928.0851)

Built from master at 3dd185241646d10149c86899f3a99beb51fce5d9 with local modifications.

## Additional info

Similar behavior is shown by:
* bcomps
* ccomps
* cluster
* edgepaint
* gc
* gvcolor
* gvmap
* gvmap.sh
* gvpack
* nop
* sccmap
* tred"
1748,"7.0.3","{lib/edgepaint/lab_gamut.c,lib/edgepaint/lab_gamut.h}","{lib/edgepaint/lab_gamut.c,lib/edgepaint/lab_gamut.h}","## Steps to reproduce

1. Download `Graphviz-install.exe` from e.g. [here](https://ci.appveyor.com/api/buildjobs/kw9k9h7lt74he1j4/artifacts/build%2FGraphviz-install.exe)
2. Run it
3. Repeat using another build version

## Expected Behaviour

IMHO, the default should be to install Graphviz without using the version and build date in the path or name, thus overwriting a previously installed version. Alternatively the version should be kept, but the build version (or patch version if it's an official release) dropped.

## Actual Behaviour

The new version is installed alongside previously installed versions if the defaults are accepted.

The reason being that the Windows CMake installer by default installs Graphviz under a path and name containing the version and build date.

```
dir ""C:\Program Files\Graphviz*""
...
 Directory of C:\Program Files

2020-06-23  10:29    <DIR>          Graphviz 2.45.20200615.0949
2020-06-22  21:33    <DIR>          Graphviz 2.45.20200621.0824
2020-06-23  10:03    <DIR>          Graphviz 2.45.20200622.0758
```

The start menu looks like this:

![image](/uploads/260a5c6f417b44ed3f9e62890d5374c2/image.png)

If `Add Graphviz to the system PATH for current user` is selected, the PATH will contain all previously installed versions.

## OS Version

Windows 10

## Graphviz Version

`dot - graphviz version 2.45.20200622.0758 (20200622.0758)`

## Additional info

I realize that this issue is somewhat opinionated. I'm open for arguments to keep it as it is."
1850,"2.46.0","{}","{windows/include/builddate.h}","According to @ellson in https://gitlab.com/graphviz/graphviz/-/issues/1839#note_419178199:

>This is all because somebody decided to rename the rpms with a dev string that breaks the rpm version numbering syntax rules.
>
>Now it looks like the package names are graphviz-2.44.2\~dev with a version of 20200926.1616 which breaks all the ""requires rules"" and also broke yum updating.
>
> I suggest the change should be completely reverted. What problem was supposed to be solved by the change?

The new version numbering was introduced with https://gitlab.com/graphviz/graphviz/-/merge_requests/1476.

The background was discussed in https://forum.graphviz.org/t/version-numbering-going-forward/237.

It is not clear to me why the new version numbering causes the above mentioned problems. There was a problem with using `-` that was the original idea, but changing it to `~` seemed to be ok, see https://forum.graphviz.org/t/version-numbering-going-forward/237/16.

It is also not clear to me where I can see the problems mentioned above or how I could test that another solution does not have these problems."
1868,"8.0.1","{}","{plugin/core/gvrender_core_vml.c,plugin/visio/VisioText.cpp}","The current code base (608aab7b989cf33b48145e1c78abdd73f598fe44) has four implementations (that I have found so far) of XML string escaping:
* `xml_string` and friends in cmd/tools/gv2gxl.c
* `xml_string` and friends in cmd/smyrna/smyrna_utils.c
* `xml_string` and friends in lib/common/labels.c
* `html_string` and friends in plugin/core/gvrender_core_vml.c

The identical comments surrounding these implementations make it clear they were once copy-pasted from the same source. The lib/common one looks like the original and a comment in Smyrna even explains why this situation exists:

```c
/* many of these functions are available in libcommon.
 * We cannot use those because dependencies cause a great
 * deal of libcommon to be brought in, which complicates
 * and makes possible conflicts as some parts of libcommon
 * rely on not using libcgraph.
 */
```

As far as I'm aware, this situation no longer exists. libcgraph is the only graph library supported and there is no sensible way to use libcommon without libcgraph. However, a naive attempt to undo the Smyrna code duplication fails because:
1. A number of libcommon headers rely on something else being #included prior to them. lib/common/utils.h that contains the libcommon prototype for `xml_string` cannot be #included without other libcommon headers being #included prior to it.
2. A number of libcommon typedefs/prototypes conflict with other ones in Smyrna headers.

The situation is pretty messy and may require diagnosing and undoing the conflicting definitions one-by-one. But I think it's worth doing in service of paring back the number of XML string escaping variants we're maintaining to 1."
1713,"7.0.5","{lib/edgepaint/lab_gamut.c,lib/edgepaint/lab_gamut.h}","{lib/edgepaint/lab_gamut.c,lib/edgepaint/lab_gamut.h}","This was announced recently:

https://about.gitlab.com/blog/2020/01/21/windows-shared-runner-beta/

AppVeyor is pretty slow, limiting free plans to one parallel job running at once - in practice this means it can take over half an hour for builds and tests to run on Windows.

But GitLab CI is free for Open Source projects like Graphviz, so we could run the jobs in parallel.

Today, the windows jobs don't run at pull-request time, only after merging (probably because they're so slow). It would be good to make them fast so they can run at pull-request time.

@magjac mentions at https://gitlab.com/graphviz/graphviz/-/merge_requests/1345#note_338086371: 

> It's a pity that we currently don't run the Windows builds in the test stage before deploy because then it doesn't get run for merge requests. @ellson Can we can change this? Or don't you want to delay the deploy with the long Windows builds?"
1876,"2.49.1","{lib/fdpgen/fdp.h}","{lib/fdpgen/fdp.h}","This issue is spawned from point 3) of https://gitlab.com/graphviz/graphviz/-/issues/592#note_447723339.

## Steps to reproduce

`echo 'graph {a}' | fdp`

## Expected Behaviour

```
graph {
	graph [bb=""0,0,54,36""];
	node [label=""\N""];
	a	[height=0.5,
		pos=""27.238,17.641"",
		width=0.75];
}
```

## Actual Behaviour

```
graph {
	graph [bb=""0,0,54,36""];
	node [label=""\N""];
	""%3""	[height=0.5,
		pos=""27.238,17.641"",
		width=0.75];
}
```

## OS Version

Ubuntu 20.10.

## Graphviz Version

fdp - graphviz version 2.44.2~dev.20201115.0109 (20201115.0109)

## Additional info

Version 2.44.1 works as expected.

fdp, sfdp, neato & twopi has the same problem, while dot, circo, patchwork & osage works as expected."
1876,"2.47.0","{lib/fdpgen/fdp.h}","{lib/fdpgen/fdp.h}","This issue is spawned from point 3) of https://gitlab.com/graphviz/graphviz/-/issues/592#note_447723339.

## Steps to reproduce

`echo 'graph {a}' | fdp`

## Expected Behaviour

```
graph {
	graph [bb=""0,0,54,36""];
	node [label=""\N""];
	a	[height=0.5,
		pos=""27.238,17.641"",
		width=0.75];
}
```

## Actual Behaviour

```
graph {
	graph [bb=""0,0,54,36""];
	node [label=""\N""];
	""%3""	[height=0.5,
		pos=""27.238,17.641"",
		width=0.75];
}
```

## OS Version

Ubuntu 20.10.

## Graphviz Version

fdp - graphviz version 2.44.2~dev.20201115.0109 (20201115.0109)

## Additional info

Version 2.44.1 works as expected.

fdp, sfdp, neato & twopi has the same problem, while dot, circo, patchwork & osage works as expected."
1881,"8.0.2","{}","{lib/sfdpgen/uniform_stress.c}","I think we should eventually have at least one CI task that builds an ASan-instrumented version of Graphviz and runs the test suite with this. I had a brief attempt at this, but the toolchains we're using in CI do not seem to have ASan support (maybe we need to install something beyond build-essential?). Even if we can get the build working, I think an ASan instrumented Graphviz currently fails the test suite because of some memory leaks. So we should probably initially run it with leak detection disabled (`ASAN_OPTIONS=detect_leaks=0`) and then ratchet this on once leaks have been fixed."
2204,"5.0.1","{}","{cmd/lefty/os/unix/io.c}","MSVC reports the compilation warning:

```
  utils.c
C:\GitLab-Runner\builds\graphviz\graphviz\lib\common\utils.c(361,13): warning C4013: 'access' undefined; assuming extern returning int [C:\GitLab-Runner\builds\graphviz\graphviz\build\lib\common\common_obj.vcxproj]
```

Backtracking what is going on here, it seems most uses of unistd.h functions in the code base have something like the following stanza:

```c
#ifdef HAVE_UNISTD_H
#include <unistd.h>
#else
#include <ast/compat_unistd.h>
#endif
```

This is not present in lib/common code because lib/common does not depend on lib/ast. Instead it just does nothing (yolo) if `HAVE_UNISTD_H` prevents the inclusion of unistd.h.

So two relevant things to note:
1. unistd.h “shimming” like this is still an ongoing concern, AFAIK. Windows remains a hold out, that refuses to ship unistd.h.
2. lib/ast, (that I've heard variously referred to as “Abstract Software Toolkit” or “Advanced Software Technology” or “AT&T Software Technology”) is not the base of the dependency tree.

Should we move the unistd.h abstraction to cgraph or somewhere else? Should we try to purge platform-specific usage of such functions? Should we just shim unistd.h in windows/include/config.h that's hard coded anyway?"
1740,"5.0.0","{lib/edgepaint/lab_gamut.c}","{lib/edgepaint/lab_gamut.c}","Add the following notes to the Winbuild page:
http://www.graphviz.org/doc/winbuild.html

1. Windows SDK 8.1 should be installed in Visual Studio 2019:
  - https://stackoverflow.com/questions/43704734/how-to-fix-the-error-windows-sdk-version-8-1-was-not-found
  - https://developer.microsoft.com/en-us/windows/downloads/sdk-archive/

2. MSVC v140 should be added
  - https://stackoverflow.com/questions/33154696/msbuild-error-the-builds-tools-for-v140-platform-toolset-v140-cannot-be-f"
